image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17735.png,-86,-5,1,2,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11441.png,-91,8,3,8,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18864.png,-95,4,4,-6,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10188.png,-95,-5,1,-8,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9808.png,-94,1,-3,10,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22770.png,-83,-3,4,-14,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23315.png,-89,6,-2,-8,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8636.png,-93,-1,4,-16,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30466.png,-90,-8,3,-6,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_947.png,-89,4,2,-6,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_636.png,-84,-6,-4,-14,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31453.png,-83,-1,-4,-16,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18801.png,-94,-6,4,-12,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6088.png,-95,4,3,-12,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22740.png,-92,5,0,-20,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6911.png,-95,-7,0,-14,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29477.png,-87,-2,0,10,8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30777.png,-89,0,0,2,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28521.png,-97,7,4,-2,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11209.png,-97,2,3,-2,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25348.png,-91,-8,2,-16,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26238.png,-85,-1,-1,-2,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8147.png,-93,8,3,-20,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32282.png,-97,-4,-1,-14,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29909.png,-86,3,-3,-2,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1517.png,-96,-7,-3,4,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34001.png,-86,7,-1,-4,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23249.png,-90,-6,2,10,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13735.png,-98,0,1,12,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25343.png,-91,0,-3,-16,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19925.png,-89,3,-2,-14,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_217.png,-91,7,-3,4,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15685.png,-85,-8,3,-20,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14405.png,-96,-1,0,8,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18965.png,-87,0,4,10,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10220.png,-83,-6,1,-20,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34581.png,-87,1,-1,8,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24400.png,-89,8,3,-10,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10073.png,-95,-6,0,2,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27177.png,-86,5,2,14,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20555.png,-95,-8,4,-20,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33075.png,-91,8,3,-4,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29327.png,-89,-2,-2,-8,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7041.png,-85,-2,3,14,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32867.png,-87,-3,1,-4,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13.png,-96,-6,1,0,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11949.png,-84,-1,0,18,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25366.png,-90,0,0,8,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10779.png,-87,-8,3,-12,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3693.png,-85,-5,2,-2,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3860.png,-87,-2,-4,16,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5230.png,-91,-7,-1,18,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9622.png,-97,-7,-1,14,-2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5382.png,-88,-2,-4,-20,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31735.png,-84,-4,4,6,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24301.png,-91,7,3,6,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29462.png,-89,-6,4,-12,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30806.png,-92,-4,-2,-20,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31337.png,-83,-1,3,-18,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18498.png,-88,7,3,-6,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17477.png,-84,2,3,-16,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32647.png,-87,-7,2,12,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13882.png,-94,-5,-4,-8,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19605.png,-86,0,3,-16,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32078.png,-87,-6,-3,10,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15142.png,-95,-3,3,-18,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11900.png,-97,2,-2,-18,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31116.png,-98,7,-3,-14,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23903.png,-98,-7,2,-14,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34050.png,-86,-3,0,8,-4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22901.png,-83,3,3,0,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18041.png,-97,-2,3,-10,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21430.png,-98,-7,3,-8,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29324.png,-92,3,-1,-4,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9262.png,-89,1,0,-18,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32445.png,-98,3,1,-14,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21256.png,-91,4,0,-18,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32497.png,-95,-5,3,-12,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11652.png,-88,0,4,-4,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5308.png,-96,-8,-2,10,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3057.png,-85,3,-3,12,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14964.png,-92,-1,0,-12,-8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5432.png,-82,5,2,12,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8291.png,-94,5,3,14,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6445.png,-90,7,3,-2,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14064.png,-91,-6,4,-10,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28352.png,-86,1,-4,0,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11503.png,-89,6,4,-18,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32154.png,-88,4,-3,8,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10294.png,-87,3,3,-20,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22308.png,-85,-6,0,-2,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33761.png,-83,0,3,-2,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1214.png,-83,-4,-2,0,-4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33932.png,-90,-4,2,12,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15.png,-92,5,2,-20,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23865.png,-89,3,0,-16,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12766.png,-90,4,-4,10,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5186.png,-97,3,0,2,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33723.png,-91,-3,0,6,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20880.png,-82,-5,0,-12,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31474.png,-91,6,4,-10,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_668.png,-82,8,4,4,6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1689.png,-95,-5,-3,14,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20018.png,-87,-4,2,-8,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2768.png,-86,3,3,-10,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18197.png,-91,-4,2,-8,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29508.png,-95,-3,4,10,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24612.png,-89,-4,-1,-18,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16209.png,-97,-3,-3,-2,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6658.png,-82,7,-3,6,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27824.png,-96,4,-4,-8,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20748.png,-89,1,-1,0,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6525.png,-96,5,0,-20,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14445.png,-86,-2,-2,-12,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23268.png,-90,1,-1,-6,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32189.png,-91,8,-1,-18,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13219.png,-94,-5,3,-20,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10285.png,-85,0,0,-8,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28435.png,-88,-4,3,12,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33524.png,-86,3,2,-8,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12701.png,-83,6,1,-20,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26083.png,-86,-6,4,4,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15253.png,-87,-5,3,18,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4400.png,-83,2,-2,6,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9050.png,-95,-1,4,-6,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18665.png,-93,3,4,-4,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30536.png,-98,5,4,4,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30156.png,-93,-4,-4,-12,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17417.png,-83,7,4,-4,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6462.png,-97,-3,4,12,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6976.png,-90,7,-4,-18,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20223.png,-83,-8,1,-10,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17354.png,-87,1,2,-6,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24936.png,-88,-2,1,4,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13262.png,-84,-3,4,0,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12666.png,-88,-4,-3,-20,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22499.png,-90,0,0,16,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34439.png,-96,8,3,4,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1048.png,-91,-3,4,16,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23033.png,-84,-8,3,4,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32423.png,-93,-5,-4,-18,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13379.png,-93,5,0,-8,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10751.png,-82,0,0,-8,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25100.png,-88,6,-2,18,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28948.png,-95,7,3,-20,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28234.png,-97,-6,1,2,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30143.png,-94,7,-2,6,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25582.png,-89,6,-3,12,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30092.png,-91,8,2,-16,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27114.png,-85,-1,1,-18,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17369.png,-89,8,-2,10,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25114.png,-86,3,-2,-4,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4525.png,-94,-2,-4,12,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32810.png,-90,5,4,8,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27771.png,-95,3,1,-20,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24033.png,-97,8,-4,8,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28455.png,-93,-4,3,-20,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6700.png,-86,4,0,0,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31901.png,-91,0,4,-6,8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22557.png,-90,-6,3,2,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24363.png,-87,3,-4,18,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1695.png,-87,1,1,-2,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29020.png,-94,-7,4,-4,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3907.png,-91,7,-4,-6,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17738.png,-92,3,-2,16,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5508.png,-93,6,-2,0,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13449.png,-96,-4,4,-20,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15323.png,-92,7,-1,-4,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2872.png,-96,6,0,-16,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26686.png,-87,-2,-4,-18,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22800.png,-97,6,0,10,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30348.png,-83,3,-2,2,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30758.png,-84,-8,-2,4,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25578.png,-82,-3,-4,-8,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2301.png,-96,5,-2,16,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30709.png,-89,-8,-3,0,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6803.png,-86,-2,4,8,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4888.png,-89,1,1,-6,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22614.png,-88,-2,4,4,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12266.png,-87,-1,3,8,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33333.png,-95,6,-2,12,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19974.png,-97,-3,-3,0,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16890.png,-90,0,1,6,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14137.png,-83,7,-4,2,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19817.png,-85,0,-2,-20,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18070.png,-90,4,-2,6,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27932.png,-96,2,3,-6,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24386.png,-86,-4,-2,0,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17621.png,-97,-1,-2,18,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34898.png,-94,-2,0,18,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11028.png,-85,5,4,18,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34609.png,-97,5,3,-20,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3025.png,-94,6,-3,2,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13215.png,-82,-3,-2,10,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22154.png,-87,-6,0,-14,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31782.png,-93,-2,3,16,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26511.png,-95,-2,1,12,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21253.png,-91,7,-1,-16,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19488.png,-94,-6,-2,-8,-8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16786.png,-98,2,0,0,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10743.png,-96,7,4,0,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27347.png,-97,8,3,-18,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2260.png,-83,3,-4,6,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32021.png,-90,8,-1,-2,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5867.png,-91,5,4,18,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33974.png,-91,5,-2,-10,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3564.png,-97,5,-3,18,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17710.png,-84,0,0,18,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34481.png,-98,8,3,-2,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16640.png,-88,2,-1,-18,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18096.png,-91,4,-4,8,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29248.png,-91,-1,-4,-4,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21276.png,-98,-7,2,-20,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31121.png,-93,1,-4,-4,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13306.png,-92,5,4,10,6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31373.png,-84,0,2,-2,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4947.png,-87,-2,-2,-8,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12428.png,-93,-7,-1,-2,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18004.png,-96,7,-1,6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33401.png,-84,-1,-3,-6,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27489.png,-85,4,-2,0,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32929.png,-97,3,4,10,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15936.png,-83,-4,4,16,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27829.png,-83,8,1,2,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7217.png,-85,-8,-1,4,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20609.png,-95,0,1,16,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5343.png,-87,4,-4,4,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1837.png,-96,8,-3,6,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32623.png,-93,-8,-1,-2,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_215.png,-91,-3,-3,-12,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21245.png,-83,2,-2,-2,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33342.png,-87,-3,1,2,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25686.png,-95,1,-1,-6,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18277.png,-94,-2,-2,18,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31023.png,-86,-3,-3,-16,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32661.png,-92,-8,3,4,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26203.png,-92,6,-1,6,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4309.png,-90,8,-3,-18,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3134.png,-85,0,-3,8,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23553.png,-91,7,2,16,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21331.png,-96,7,4,-4,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7535.png,-88,-2,1,4,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8904.png,-88,3,-1,14,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3059.png,-95,-6,0,10,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17764.png,-93,-7,2,10,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24123.png,-92,-8,-3,4,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9335.png,-83,0,-3,18,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12168.png,-91,0,4,-18,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7734.png,-91,7,0,6,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16263.png,-93,2,-1,-12,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31599.png,-97,7,0,-12,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2933.png,-98,-4,4,-4,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18408.png,-90,5,-3,16,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17961.png,-94,-6,-2,-6,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6887.png,-85,5,0,-10,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25461.png,-96,-8,-1,-16,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27247.png,-88,0,2,-6,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11351.png,-84,4,-4,-6,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11887.png,-96,5,-2,-4,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6831.png,-84,0,-4,12,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27612.png,-96,6,-2,2,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27379.png,-87,2,-1,-4,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18756.png,-86,-8,4,18,-4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34911.png,-91,-4,3,2,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9678.png,-87,1,4,8,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26246.png,-89,-1,0,-10,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9510.png,-89,-6,4,-16,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18741.png,-93,6,0,-2,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23212.png,-95,-3,1,16,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5990.png,-94,1,2,8,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22862.png,-86,-6,-2,-8,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22866.png,-84,5,-4,18,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14866.png,-91,-3,4,0,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17273.png,-84,6,-4,-18,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9640.png,-96,5,-3,10,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30259.png,-96,-4,-4,-20,4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21019.png,-92,4,0,-14,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7660.png,-97,-8,-4,12,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25984.png,-86,-8,-2,-2,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11679.png,-82,8,-3,-12,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17545.png,-97,2,-3,0,0,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6184.png,-86,7,0,-18,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22261.png,-84,2,-2,10,4,-18
